reseña_bruta;rating;tema_principal
Todo salió realmente bien. rica y bien preparada 😊;4;calidad_comida
La experiencia fue excelente. ESPECTACULAR la comida 😍🔥;5;calidad_comida
No cumplió con lo esperado. me trajeron otra cosa brutal;1;errores_pedido
Quedé bastante decepcionado. algo caro la verdad;2;precio
Superó mis expectativas. NORMALMENTE HAY REPARTIDORES DISPONIBLES;4;cobertura_zona
No fue una buena experiencia. SABE FATAL, INCOMIBLE 🤦;1;calidad_comida
No fue una buena experiencia. poca cobertura donde vivo;2;cobertura_zona
En general, estuvo aceptable. precio normal supongo;3;precio
Quedé bastante decepcionado. va lenta y se traba;2;usabilidad_app
Quedé muy satisfecho con el servicio. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍;5;usabilidad_app
Fue una experiencia muy agradable. normalmente hay repartidores disponibles;4;cobertura_zona
No fue una buena experiencia. sabe fatal, incomible;1;calidad_comida
Fue una experiencia muy agradable. entrega bastante rapida la verdad 😊;4;tiempo_entrega
La experiencia fue excelente. ME ENCANTA la interfaz super intuitiva 😍 pfff;5;usabilidad_app
Quedé muy satisfecho con el servicio. ME ENCANTA la interfaz super intuitiva 😍 👏;5;usabilidad_app
Quedé muy satisfecho con el servicio. soporte excelente solucionron todo 👏 fatal;5;soporte_cliente
No cumplió con lo esperado. se equivocaron pero lo solucionaron tarde 😭;2;errores_pedido
El servicio fue insatisfactorio. se equivocaron pero lo solucionaron tarde;2;errores_pedido
TODO SABROSO Y CALENTITO 👏 meh;4;calidad_comida
Quedé muy satisfecho con el servicio. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍;5;usabilidad_app
Todo salió realmente bien. entrega bastante rapida la verdad 🔥;4;tiempo_entrega
No cumplió con lo esperado. no hy reprtidores en mi zon 😡;1;cobertura_zona
Fue una experiencia muy agradable. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
No fue una buena experiencia. pedido incorrecto otra vez 😡 👎;1;errores_pedido
Quedé bastante decepcionado. me trajeron otra cosa 👎;1;errores_pedido
Superó mis expectativas. SOPORTE EXCELENTE SOLUCIONARON TODO 👏;5;soporte_cliente
En general, estuvo aceptable. hubo un pequeño error pero nada grave;3;errores_pedido
Fue una experiencia estándar. me ayudaron pero lento;3;soporte_cliente
Todo salió realmente bien. app facil de usar 👍;4;usabilidad_app
Simplemente correcto. calidad normal, nada especial;3;calidad_comida
Todo salió realmente bien. buen tencion l cliente 😊;4;soporte_cliente
Superó mis expectativas. todo correcto esta vez 👍;4;errores_pedido
Todo salió realmente bien. pedido perfecto sin errores 👏;5;errores_pedido
El servicio fue insatisfactorio. se equivocaron pero lo solucionaron tarde 👎;2;errores_pedido
Superó mis expectativas. todo correcto esta vez 👍;4;errores_pedido
Simplemente correcto. me ayudaron pero lento;3;soporte_cliente
No cumplió con lo esperado. se equivocaron pero lo solucionaron tarde meh;2;errores_pedido
En general, estuvo aceptable. hubo un pequeño error pero nada grave brutal;3;errores_pedido
Superó mis expectativas. buen precio para la calidad;4;precio
La experiencia fue excelente. ESPECTACULAR LA COMIDA 😍🔥;5;calidad_comida
Fue una experiencia muy agradable. buena atencion al cliente 😊;4;soporte_cliente
La experiencia dejó mucho que desear. se equivocaron pero lo solucionaron tarde 👎;2;errores_pedido
No fue nada fuera de lo común. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
El servicio fue insatisfactorio. TARDARON EN CONTESTAR;2;soporte_cliente
Fue una experiencia muy agradable. TODO CORRECTO ESTA VEZ 👍 😊;4;errores_pedido
la app no funciona se cuelga 😡 👎 brutal;1;usabilidad_app
Superó mis expectativas. pedido perfecto sin errores 👏 brutal;5;errores_pedido
Fue una experiencia estándar. PRECIO NORMAL SUPONGO brutal;3;precio
La experiencia fue excelente. normalmente hay repartidores disponibles 👍;4;cobertura_zona
Superó mis expectativas. ME ENCANTA la interfaz super intuitiva 😍 👏;5;usabilidad_app
Fue una experiencia muy agradable. todo correcto esta vez 👍 😍;4;errores_pedido
Superó mis expectativas. super barato con la promo 🔥 brutal;5;precio
La experiencia fue excelente. super barato con la promo 🔥;5;precio
El servicio fue insatisfactorio. va lenta y se traba 😡;2;usabilidad_app
Quedé bastante decepcionado. VA LENTA Y SE TRABA;2;usabilidad_app
Cumplió sin destacar demasiado. a veces hay servicio a veces no;3;cobertura_zona
En general, estuvo aceptable.  veces hy servicio  veces no;3;cobertura_zona
No fue una buena experiencia. se equivocron pero lo solucionron trde;2;errores_pedido
El servicio fue insatisfactorio. NO MUY BUENA LA CALIDAD;2;calidad_comida
Fue una experiencia muy agradable. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
En general, estuvo aceptable. funcion pero  veces fll;3;usabilidad_app
Superó mis expectativas. RICA Y BIEN PREPARADA 😊 😍 ok;4;calidad_comida
Superó mis expectativas. impresionante lo rapido que llego 🔥;5;tiempo_entrega
Superó mis expectativas. SUPER BARATO CON LA PROMO 🔥;5;precio
No fue nada fuera de lo común. a veces hay servicio a veces no;3;cobertura_zona
Quedé bastante decepcionado. CARISIMO para lo que es 💸;1;precio
Quedé muy satisfecho con el servicio. rica y bien preparada 😊;4;calidad_comida
Quedé bastante decepcionado. tardaron en contestar;2;soporte_cliente
Simplemente correcto. CALIDAD NORMAL, NADA ESPECIAL;3;calidad_comida
Quedé muy satisfecho con el servicio. LLEGO RAPIDO 👍 pfff;4;tiempo_entrega
Cumplió sin destacar demasiado. llego un poco tarde pero ok meh;3;tiempo_entrega
No cumplió con lo esperado. va lenta y se traba;2;usabilidad_app
Superó mis expectativas. ESPECTACULAR la comida 😍🔥;5;calidad_comida
Fue una experiencia muy agradable. SOPORTE EXCELENTE SOLUCIONARON TODO 👏 brutal;5;soporte_cliente
La experiencia fue excelente. super brto con l promo 🔥 😍 brutal;5;precio
El servicio fue insatisfactorio. no hay repartidores en mi zona 😡 😡;1;cobertura_zona
Todo salió realmente bien. TODO CORRECTO ESTA VEZ 👍;4;errores_pedido
Fue una experiencia estándar. precio normal supongo;3;precio
En general, estuvo aceptable. HUBO UN PEQUEÑO ERROR PERO NADA GRAVE brutal;3;errores_pedido
Superó mis expectativas. ESPECTACULAR LA COMIDA 😍🔥 👏;5;calidad_comida
No cumplió con lo esperado. PEDIDO INCORRECTO OTRA VEZ 😡;1;errores_pedido
No cumplió con lo esperado. atencion pesima no responden 😡 😤;1;soporte_cliente
Todo salió realmente bien. llego rapido 👍 👍;4;tiempo_entrega
La experiencia fue excelente. impresionnte lo rpido que llego 🔥 fatal;5;tiempo_entrega
Fue una experiencia muy agradable. entrega bastante rapida la verdad;4;tiempo_entrega
Fue una experiencia muy agradable. PEDIDO PERFECTO SIN ERRORES 👏 ok;5;errores_pedido
La experiencia fue excelente. APP FACIL DE USAR 👍 👍;4;usabilidad_app
No cumplió con lo esperado. sabe fatal, incomible fatal;1;calidad_comida
Fue una experiencia muy agradable. calidad increible me encanto 😊;5;calidad_comida
Quedé muy satisfecho con el servicio. super barato con la promo 🔥 👏 fatal;5;precio
No fue nada fuera de lo común. me ayudaron pero lento fatal;3;soporte_cliente
La experiencia dejó mucho que desear. POCA COBERTURA DONDE VIVO;2;cobertura_zona
Fue una experiencia muy agradable. ric y bien preprd 😊 👍;4;calidad_comida
No fue una buena experiencia. VA LENTA Y SE TRABA;2;usabilidad_app
No fue una buena experiencia. se equivocaron pero lo solucionaron tarde;2;errores_pedido
En general, estuvo aceptable. me ayudaron pero lento;3;soporte_cliente
La experiencia fue excelente. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
Todo salió realmente bien. IMPRESIONANTE LO RAPIDO QUE LLEGO 🔥;5;tiempo_entrega
El servicio fue insatisfactorio. se equivocron pero lo solucionron trde;2;errores_pedido
Todo salió realmente bien. LLEGO RAPIDO 👍;4;tiempo_entrega
Cumplió sin destacar demasiado. hubo un pequeño error pero nada grave;3;errores_pedido
Quedé muy satisfecho con el servicio. soporte excelente solucionaron todo 👏 😍;5;soporte_cliente
ESPECTACULAR la comida 😍🔥 🔥 brutal;5;calidad_comida
Quedé muy satisfecho con el servicio. app facil de usar 👍;4;usabilidad_app
Simplemente correcto. tiempo normal supongo;3;tiempo_entrega
Quedé muy satisfecho con el servicio. SIEMPRE HAY COBERTURA EN MI ZONA 👍 pfff;5;cobertura_zona
Todo salió realmente bien. normalmente hay repartidores disponibles;4;cobertura_zona
Fue una experiencia muy agradable. app facil de usar 👍 👍;4;usabilidad_app
Quedé bastante decepcionado. la app no funciona se cuelga 😡 fatal;1;usabilidad_app
Quedé muy satisfecho con el servicio. buen precio pr l clidd;4;precio
Simplemente correcto. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
Superó mis expectativas. APP FACIL DE USAR 👍 👍;4;usabilidad_app
Quedé bastante decepcionado. se equivocaron pero lo solucionaron tarde;2;errores_pedido
No fue una buena experiencia. la app no funciona se cuelga 😡;1;usabilidad_app
No fue una buena experiencia. algo caro la verdad brutal;2;precio
Fue una experiencia muy agradable. pedido perfecto sin errores 👏;5;errores_pedido
La experiencia fue excelente. siempre hay cobertura en mi zona 👍;5;cobertura_zona
Superó mis expectativas. ESPECTACULAR LA COMIDA 😍🔥;5;calidad_comida
Cumplió sin destacar demasiado. hubo un pequeño error pero nd grve;3;errores_pedido
La experiencia dejó mucho que desear. POCA COBERTURA DONDE VIVO;2;cobertura_zona
Quedé muy satisfecho con el servicio. buena atencion al cliente 😊 👍;4;soporte_cliente
Fue una experiencia muy agradable. clidd increible me encnto 🔥;5;calidad_comida
Simplemente correcto. me yudron pero lento;3;soporte_cliente
En general, estuvo aceptable. hubo un pequeño error pero nada grave;3;errores_pedido
Quedé muy satisfecho con el servicio. calidad increible me encanto;5;calidad_comida
El servicio fue insatisfactorio. atencion pesima no responden 😡;1;soporte_cliente
No cumplió con lo esperado. ALGO CARO LA VERDAD 👎;2;precio
Todo salió realmente bien. PEDIDO PERFECTO SIN ERRORES 👏;5;errores_pedido
Quedé muy satisfecho con el servicio. buena atencion al cliente 😊;4;soporte_cliente
Cumplió sin destacar demasiado. CALIDAD NORMAL, NADA ESPECIAL;3;calidad_comida
Quedé muy satisfecho con el servicio. llego rapido 👍 😊;4;tiempo_entrega
La experiencia dejó mucho que desear. no muy buena la calidad;2;calidad_comida
Fue una experiencia muy agradable. soporte excelente solucionron todo 👏;5;soporte_cliente
No fue una buena experiencia. llego tarde otra vez 😤;2;tiempo_entrega
No cumplió con lo esperado. TARDARON EN CONTESTAR ok;2;soporte_cliente
Quedé bastante decepcionado. pedido incorrecto otr vez 😡;1;errores_pedido
Fue una experiencia muy agradable. normalmente hay repartidores disponibles;4;cobertura_zona
No cumplió con lo esperado. se equivocaron pero lo solucionaron tarde 👎 pfff;2;errores_pedido
Todo salió realmente bien. normalmente hay repartidores disponibles;4;cobertura_zona
No fue una buena experiencia. ALGO CARO LA VERDAD 😤;2;precio
No cumplió con lo esperado. ATENCION PESIMA NO RESPONDEN 😡 pfff;1;soporte_cliente
Quedé bastante decepcionado. crshe todo el rto;1;usabilidad_app
Todo salió realmente bien. APP FACIL DE USAR 👍 pfff;4;usabilidad_app
Fue una experiencia muy agradable. SOPORTE EXCELENTE SOLUCIONARON TODO 👏 ok;5;soporte_cliente
No fue nada fuera de lo común. funcion pero  veces fll meh;3;usabilidad_app
En general, estuvo aceptable.  veces hy servicio  veces no;3;cobertura_zona
Todo salió realmente bien. llego rapido 👍 meh;4;tiempo_entrega
Fue una experiencia muy agradable. llego rapido 👍 👍;4;tiempo_entrega
Quedé bastante decepcionado. precios abusivos;1;precio
La experiencia fue excelente. llego rapido 👍 brutal;4;tiempo_entrega
Quedé muy satisfecho con el servicio. PEDIDO PERFECTO SIN ERRORES 👏 😍;5;errores_pedido
Cumplió sin destacar demasiado. precio normal supongo fatal;3;precio
Todo salió realmente bien. app facil de usar 👍 👏;4;usabilidad_app
El servicio fue insatisfactorio. nunca llega el pedido pfff 🤦 ok;1;tiempo_entrega
Fue una experiencia muy agradable. ME ENCANTA l interfz super intuitiv 😍;5;usabilidad_app
Quedé bastante decepcionado. VA LENTA Y SE TRABA;2;usabilidad_app
El servicio fue insatisfactorio. fltbn productos;1;errores_pedido
Todo salió realmente bien. ENTREGA BASTANTE RAPIDA LA VERDAD ok;4;tiempo_entrega
La experiencia fue excelente. entrega bastante rapida la verdad;4;tiempo_entrega
APP FACIL DE USAR 👍 😍 pfff;4;usabilidad_app
Quedé muy satisfecho con el servicio. ME ENCANTA la interfaz super intuitiva 😍 👏;5;usabilidad_app
Quedé bastante decepcionado. poca cobertura donde vivo;2;cobertura_zona
Cumplió sin destacar demasiado. funciona pero a veces falla pfff;3;usabilidad_app
Quedé muy satisfecho con el servicio. BUEN PRECIO PARA LA CALIDAD 🔥;4;precio
Fue una experiencia muy agradable. ESPECTACULAR la comida 😍🔥 👍 pfff;5;calidad_comida
Cumplió sin destacar demasiado. A VECES HAY SERVICIO A VECES NO meh;3;cobertura_zona
Cumplió sin destacar demasiado. calidad normal, nada especial;3;calidad_comida
Fue una experiencia estándar. funciona pero a veces falla;3;usabilidad_app
Superó mis expectativas. normalmente hay repartidores disponibles;4;cobertura_zona
Todo salió realmente bien. todo correcto est vez 👍 👏;4;errores_pedido
Fue una experiencia muy agradable. soporte excelente solucionaron todo 👏 ok;5;soporte_cliente
No fue nada fuera de lo común. llego un poco tarde pero ok;3;tiempo_entrega
La experiencia dejó mucho que desear. CARISIMO para lo que es 💸 🤦;1;precio
Quedé bastante decepcionado. NO HAY REPARTIDORES EN MI ZONA 😡 😭;1;cobertura_zona
Todo salió realmente bien. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍 👍;5;usabilidad_app
Simplemente correcto. precio normal supongo;3;precio
La experiencia fue excelente. BUEN PRECIO PARA LA CALIDAD;4;precio
La experiencia fue excelente. normalmente hay repartidores disponibles;4;cobertura_zona
La experiencia dejó mucho que desear. va lenta y se traba;2;usabilidad_app
La experiencia dejó mucho que desear. PEDI hace 2 horas y no llega 😡 brutal;1;tiempo_entrega
CARISIMO para lo que es 💸 😤 pfff;1;precio
La experiencia dejó mucho que desear. 40 MIN DE RETRASO, UN DESASTRE;1;tiempo_entrega
Simplemente correcto. precio normal supongo;3;precio
Quedé muy satisfecho con el servicio. soporte excelente solucionaron todo 👏 👍;5;soporte_cliente
Quedé muy satisfecho con el servicio. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
La experiencia dejó mucho que desear. llego tarde otra vez 😤;2;tiempo_entrega
Fue una experiencia muy agradable. siempre hy cobertur en mi zon 👍;5;cobertura_zona
La experiencia dejó mucho que desear. crashea todo el rato 🤦;1;usabilidad_app
Cumplió sin destacar demasiado. calidad normal, nada especial;3;calidad_comida
Fue una experiencia muy agradable. todo correcto esta vez 👍 👏;4;errores_pedido
Fue una experiencia estándar. me yudron pero lento;3;soporte_cliente
Todo salió realmente bien. ESPECTACULAR l comid 😍🔥;5;calidad_comida
No fue una buena experiencia. me trajeron otra cosa 👎;1;errores_pedido
El servicio fue insatisfactorio. llego tarde otra vez 😤 😡;2;tiempo_entrega
No cumplió con lo esperado. comida fria y pasada 😡;1;calidad_comida
No fue una buena experiencia. v lent y se trb;2;usabilidad_app
Fue una experiencia muy agradable. LLEGO RAPIDO 👍 🔥;4;tiempo_entrega
Todo salió realmente bien. impresionante lo rapido que llego 🔥 🔥;5;tiempo_entrega
Cumplió sin destacar demasiado. PRECIO NORMAL SUPONGO ok;3;precio
Fue una experiencia muy agradable. buen precio pr l clidd 😊;4;precio
No cumplió con lo esperado. CARISIMO PARA LO QUE ES 💸 meh;1;precio
No fue nada fuera de lo común. hubo un pequeño error pero nada grave;3;errores_pedido
Superó mis expectativas. todo correcto esta vez 👍;4;errores_pedido
POCA COBERTURA DONDE VIVO 👎 fatal;2;cobertura_zona
No cumplió con lo esperado. NO HAY REPARTIDORES EN MI ZONA 😡 👎;1;cobertura_zona
Cumplió sin destacar demasiado. me ayudaron pero lento;3;soporte_cliente
Quedé bastante decepcionado. nunca hay disponibilidad;1;cobertura_zona
No cumplió con lo esperado. v lent y se trb 😭;2;usabilidad_app
Simplemente correcto. precio norml supongo;3;precio
Todo salió realmente bien. buena atencion al cliente 😊;4;soporte_cliente
No fue nada fuera de lo común. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
Todo salió realmente bien. todo sabroso y calentito ok;4;calidad_comida
va lenta y se traba 🤦 meh;2;usabilidad_app
Quedé muy satisfecho con el servicio. SOPORTE EXCELENTE SOLUCIONARON TODO 👏 🔥 meh;5;soporte_cliente
Quedé bastante decepcionado. PRECIOS ABUSIVOS;1;precio
Fue una experiencia estándar. LLEGO UN POCO TARDE PERO OK brutal;3;tiempo_entrega
Todo salió realmente bien. SUPER rpido en menos de 15min 😍;5;tiempo_entrega
En general, estuvo aceptable. funciona pero a veces falla;3;usabilidad_app
Fue una experiencia estándar. hubo un pequeño error pero nd grve;3;errores_pedido
Quedé muy satisfecho con el servicio. APP FACIL DE USAR 👍 😊;4;usabilidad_app
Fue una experiencia estándar. calidad normal, nada especial ok;3;calidad_comida
Quedé muy satisfecho con el servicio. APP FACIL DE USAR 👍;4;usabilidad_app
No fue nada fuera de lo común. precio normal supongo;3;precio
El servicio fue insatisfactorio. precios abusivos 😡;1;precio
Superó mis expectativas. normalmente hay repartidores disponibles;4;cobertura_zona
Quedé muy satisfecho con el servicio. buen tencion l cliente 😊 😊;4;soporte_cliente
Superó mis expectativas. app facil de usar 👍;4;usabilidad_app
Quedé bastante decepcionado. CARISIMO para lo que es 💸;1;precio
En general, estuvo aceptable. a veces hay servicio a veces no;3;cobertura_zona
PEDI hace 2 horas y no llega 😡 🤦 pfff;1;tiempo_entrega
Quedé bastante decepcionado. nunca llega el pedido pfff;1;tiempo_entrega
El servicio fue insatisfactorio. se equivocron pero lo solucionron trde;2;errores_pedido
Quedé muy satisfecho con el servicio. soporte excelente solucionron todo 👏 ok;5;soporte_cliente
En general, estuvo aceptable. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
Cumplió sin destacar demasiado. hubo un pequeño error pero nd grve;3;errores_pedido
Superó mis expectativas. buena atencion al cliente 😊 😍 brutal;4;soporte_cliente
No fue una buena experiencia. trdo muchisimo l entreg brutal;2;tiempo_entrega
Quedé muy satisfecho con el servicio. rica y bien preparada 😊;4;calidad_comida
No fue una buena experiencia. crashea todo el rato;1;usabilidad_app
En general, estuvo aceptable. TIEMPO NORMAL SUPONGO;3;tiempo_entrega
Superó mis expectativas. calidad increible me encanto;5;calidad_comida
Superó mis expectativas. TODO CORRECTO ESTA VEZ 👍 ok;4;errores_pedido
La experiencia dejó mucho que desear. me trjeron otr cos;1;errores_pedido
Superó mis expectativas. buena atencion al cliente 😊 fatal;4;soporte_cliente
Quedé muy satisfecho con el servicio. rica y bien preparada 😊 😍;4;calidad_comida
No fue una buena experiencia. algo fria pero comible;2;calidad_comida
Todo salió realmente bien. normalmente hay repartidores disponibles;4;cobertura_zona
En general, estuvo aceptable. hubo un pequeño error pero nada grave;3;errores_pedido
Fue una experiencia estándar. a veces hay servicio a veces no;3;cobertura_zona
La experiencia dejó mucho que desear. algo fria pero comible;2;calidad_comida
La experiencia fue excelente. siempre hay cobertura en mi zona 👍;5;cobertura_zona
Quedé muy satisfecho con el servicio. entrega bastante rapida la verdad;4;tiempo_entrega
Quedé muy satisfecho con el servicio. ric y bien preprd 😊;4;calidad_comida
No cumplió con lo esperado. algo caro la verdad;2;precio
Fue una experiencia muy agradable. impresionante lo rapido que llego 🔥;5;tiempo_entrega
La experiencia fue excelente. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
Simplemente correcto. calidad normal, nada especial;3;calidad_comida
Quedé muy satisfecho con el servicio. buen tencion l cliente 😊;4;soporte_cliente
Cumplió sin destacar demasiado. ME AYUDARON PERO LENTO;3;soporte_cliente
Simplemente correcto. a veces hay servicio a veces no;3;cobertura_zona
En general, estuvo aceptable. funcion pero  veces fll meh;3;usabilidad_app
Todo salió realmente bien. entreg bstnte rpid l verdd;4;tiempo_entrega
Quedé bastante decepcionado. tardo muchisimo la entrega ok;2;tiempo_entrega
No cumplió con lo esperado. CARISIMO PARA LO QUE ES 💸;1;precio
No cumplió con lo esperado. va lenta y se traba;2;usabilidad_app
La experiencia dejó mucho que desear. NUNCA HAY DISPONIBILIDAD 😤;1;cobertura_zona
Quedé muy satisfecho con el servicio. super brto con l promo 🔥 😊;5;precio
No fue una buena experiencia. atencion pesima no responden 😡 😤;1;soporte_cliente
No fue una buena experiencia. tardo muchisimo la entrega;2;tiempo_entrega
Simplemente correcto. ME AYUDARON PERO LENTO;3;soporte_cliente
Quedé muy satisfecho con el servicio. rica y bien preparada 😊;4;calidad_comida
Quedé bastante decepcionado. tardaron en contestar;2;soporte_cliente
No fue nada fuera de lo común. tiempo normal supongo;3;tiempo_entrega
Quedé bastante decepcionado. comida fria y pasada 😡;1;calidad_comida
No fue nada fuera de lo común. a veces hay servicio a veces no;3;cobertura_zona
Superó mis expectativas. todo correcto est vez 👍;4;errores_pedido
No fue nada fuera de lo común. PRECIO NORMAL SUPONGO;3;precio
Fue una experiencia muy agradable. impresionante lo rapido que llego 🔥 👍;5;tiempo_entrega
Superó mis expectativas. SIEMPRE HAY COBERTURA EN MI ZONA 👍 😊;5;cobertura_zona
Todo salió realmente bien. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍 😍;5;usabilidad_app
Quedé bastante decepcionado. comida fria y pasada 😡;1;calidad_comida
Superó mis expectativas. ESPECTACULAR la comida 😍🔥;5;calidad_comida
Quedé bastante decepcionado. NO MUY BUENA LA CALIDAD;2;calidad_comida
Fue una experiencia muy agradable. rica y bien preparada 😊 😊;4;calidad_comida
Fue una experiencia muy agradable. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
Quedé muy satisfecho con el servicio. pedido perfecto sin errores 👏;5;errores_pedido
Todo salió realmente bien. buena atencion al cliente 😊;4;soporte_cliente
La experiencia dejó mucho que desear. NUNCA HAY DISPONIBILIDAD 😡;1;cobertura_zona
No cumplió con lo esperado. poca cobertura donde vivo;2;cobertura_zona
Fue una experiencia muy agradable. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍;5;usabilidad_app
Quedé bastante decepcionado. poca cobertura donde vivo;2;cobertura_zona
El servicio fue insatisfactorio. LLEGO TARDE OTRA VEZ 😤;2;tiempo_entrega
Fue una experiencia estándar. tiempo normal supongo;3;tiempo_entrega
Quedé bastante decepcionado. soporte inutil;1;soporte_cliente
La experiencia fue excelente. RICA Y BIEN PREPARADA 😊;4;calidad_comida
Fue una experiencia muy agradable. PEDIDO PERFECTO SIN ERRORES 👏;5;errores_pedido
Superó mis expectativas. pp fcil de usr 👍;4;usabilidad_app
Todo salió realmente bien. buena atencion al cliente 😊;4;soporte_cliente
Quedé muy satisfecho con el servicio. buen tencion l cliente 😊 🔥;4;soporte_cliente
Todo salió realmente bien. buen precio para la calidad;4;precio
Simplemente correcto. hubo un pequeño error pero nd grve;3;errores_pedido
En general, estuvo aceptable. HUBO UN PEQUEÑO ERROR PERO NADA GRAVE;3;errores_pedido
El servicio fue insatisfactorio. comida fria y pasada 😡;1;calidad_comida
Superó mis expectativas. ESPECTACULAR la comida 😍🔥;5;calidad_comida
La experiencia dejó mucho que desear. CARISIMO PARA LO QUE ES 💸 ok;1;precio
El servicio fue insatisfactorio. la app no funciona se cuelga 😡 👎;1;usabilidad_app
Quedé bastante decepcionado. la app no funciona se cuelga 😡 👎;1;usabilidad_app
La experiencia dejó mucho que desear. CARISIMO PARA LO QUE ES 💸;1;precio
Quedé bastante decepcionado. PEDI hce 2 hors y no lleg 😡;1;tiempo_entrega
No fue una buena experiencia. comid fri y psd 😡 🤦;1;calidad_comida
Quedé muy satisfecho con el servicio. siempre hy cobertur en mi zon 👍 pfff;5;cobertura_zona
Todo salió realmente bien. TODO CORRECTO ESTA VEZ 👍 meh;4;errores_pedido
El servicio fue insatisfactorio. se equivocaron pero lo solucionaron tarde;2;errores_pedido
Todo salió realmente bien. app facil de usar 👍 meh;4;usabilidad_app
Quedé muy satisfecho con el servicio. normalmente hay repartidores disponibles 😍 brutal;4;cobertura_zona
Cumplió sin destacar demasiado. PRECIO NORMAL SUPONGO;3;precio
No cumplió con lo esperado. soporte inutil meh;1;soporte_cliente
No cumplió con lo esperado. faltaban productos;1;errores_pedido
Todo salió realmente bien. PEDIDO PERFECTO SIN ERRORES 👏;5;errores_pedido
Todo salió realmente bien. llego rpido 👍 brutal;4;tiempo_entrega
Quedé bastante decepcionado. PEDIDO INCORRECTO OTRA VEZ 😡 fatal;1;errores_pedido
La experiencia fue excelente. soporte excelente solucionaron todo 👏 😍;5;soporte_cliente
La experiencia dejó mucho que desear. no muy buena la calidad 👎;2;calidad_comida
No fue una buena experiencia. precios abusivos;1;precio
No fue una buena experiencia. algo caro la verdad 👎;2;precio
La experiencia dejó mucho que desear. algo caro la verdad;2;precio
Fue una experiencia muy agradable. ric y bien preprd 😊 👏;4;calidad_comida
Todo salió realmente bien. NORMALMENTE HAY REPARTIDORES DISPONIBLES 😊 meh;4;cobertura_zona
Quedé muy satisfecho con el servicio. soporte excelente solucionaron todo 👏;5;soporte_cliente
Quedé bastante decepcionado. no muy buena la calidad;2;calidad_comida
Quedé bastante decepcionado. soporte inutil;1;soporte_cliente
Superó mis expectativas. pedido perfecto sin errores 👏 pfff;5;errores_pedido
La experiencia dejó mucho que desear. se equivocron pero lo solucionron trde;2;errores_pedido
La experiencia fue excelente. APP FACIL DE USAR 👍;4;usabilidad_app
Todo salió realmente bien. siempre hay cobertura en mi zona 👍 👍 pfff;5;cobertura_zona
Todo salió realmente bien. super barato con la promo 🔥;5;precio
Todo salió realmente bien. SUPER BARATO CON LA PROMO 🔥 😊;5;precio
En general, estuvo aceptable. ME AYUDARON PERO LENTO;3;soporte_cliente
No cumplió con lo esperado. no muy buena la calidad;2;calidad_comida
No cumplió con lo esperado. nunca llega el pedido pfff;1;tiempo_entrega
No cumplió con lo esperado. atencion pesima no responden 😡;1;soporte_cliente
No cumplió con lo esperado. algo caro la verdad;2;precio
El servicio fue insatisfactorio. trdo muchisimo l entreg;2;tiempo_entrega
Quedé muy satisfecho con el servicio. buen tencion l cliente 😊;4;soporte_cliente
Superó mis expectativas. ME ENCANTA la interfaz super intuitiva 😍 👍;5;usabilidad_app
No fue una buena experiencia. poca cobertura donde vivo;2;cobertura_zona
No cumplió con lo esperado. comida fria y pasada 😡 fatal;1;calidad_comida
Fue una experiencia muy agradable. ESPECTACULAR la comida 😍🔥;5;calidad_comida
No cumplió con lo esperado. CRASHEA TODO EL RATO;1;usabilidad_app
La experiencia fue excelente. calidad increible me encanto meh;5;calidad_comida
Quedé muy satisfecho con el servicio. entrega bastante rapida la verdad;4;tiempo_entrega
La experiencia fue excelente. SUPER BARATO CON LA PROMO 🔥;5;precio
Fue una experiencia muy agradable. pedido perfecto sin errores 👏;5;errores_pedido
llego rapido 👍 👍 meh;4;tiempo_entrega
La experiencia dejó mucho que desear. poca cobertura donde vivo;2;cobertura_zona
La experiencia fue excelente. RICA Y BIEN PREPARADA 😊;4;calidad_comida
Superó mis expectativas. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
No fue nada fuera de lo común. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
Cumplió sin destacar demasiado. CALIDAD NORMAL, NADA ESPECIAL;3;calidad_comida
Quedé bastante decepcionado. LLEGO TARDE OTRA VEZ 😤;2;tiempo_entrega
Todo salió realmente bien. pedido perfecto sin errores 👏 👍 fatal;5;errores_pedido
El servicio fue insatisfactorio. nunca hay disponibilidad;1;cobertura_zona
Superó mis expectativas. siempre hay cobertura en mi zona 👍;5;cobertura_zona
